"title","X","sort","date","genre","genre.2","genre.3","int.ext.ratio","int.ext.weighted","int.percent","int.weight.ratio","int.0.0","int.0.0~0.25","int.0.25~0.50","int.0.50~0.75","int.0.75~1.0","int.1.0","dom.0.0","dom.0.0~0.25","dom.0.25~0.50","dom.0.50~0.75","dom.0.75~1.0","dom.1.0","work.0.0","work.0.0~0.25","work.0.25~0.50","work.0.50~0.75","work.0.75~1.0","work.1.0"
"343","Henry's-Crime","343"," 454","2010","comedy","crime","drama"," 2.50000000"," 1.63002886","0.71428571","0.6520115",1,0.61,0.76,0.76,0.74,1,0,0.46,0.57,0.48,0.06,0,0,0.54,0.43,0.52,0.94,1
"344","Hesher","344"," 455","2010","drama","",""," 1.69811321"," 1.07293720","0.62937063","0.6318408",0,0.67,0.72,0.56,0.56,1,0,0.62,0.63,1,0.96,1,0,0.38,0.37,0,0.04,0
"345","High-Fidelity","345"," 456","2000","comedy","drama","music"," 2.34482759"," 1.58617972","0.70103093","0.6764590",1,0.64,0.69,0.65,0.77,1,1,0.71,0.63,0.65,0.65,0,0,0.29,0.37,0.35,0.35,0
"346","Hills-Have-Eyes,-The","346"," 458","2006","horror","action",""," 0.67647059"," 0.37252056","0.40350877","0.5506826",0,0.37,0.42,0.41,0.46,0,0,0.47,0.79,1,1,1,0,0.53,0.21,0,0,0
"347","Hitchcock","347"," 460","2012","drama","drama",""," 3.08571429"," 1.56462240","0.75524476","0.5070536",0,0.68,0.81,0.69,0.78,1,0,0.42,0.44,0.47,0.36,0,0,0.58,0.56,0.53,0.64,1
"348","Hitchhiker's-Guide-to-the-Galaxy,-The","348"," 461","2005","sci-fi","comedy","sci-fi"," 1.57894737"," 0.93239503","0.61224490","0.5905169",1,0.68,0.64,0.6,0.52,1,1,0.56,0.57,0.2,0.5,1,0,0.44,0.43,0.8,0.5,0
"349","Hollow-Man","349"," 462","2000","sci-fi","action","","16.16666667"," 8.62660448","0.94174757","0.5336044",1,0.9,0.96,0.89,1,1,1,0.12,0.46,0.4,0.08,0,0,0.88,0.54,0.6,0.92,0
"350","Honeydripper","350"," 463","2007","crime","drama","history"," 0.75000000"," 0.49066699","0.42857143","0.6542227",0,0.3,0.4,0.57,0.44,0,0,0.57,0.62,0.56,0,0,0,0.43,0.38,0.44,1,0
"351","Horrible-Bosses","351"," 464","2011","comedy","crime",""," 2.52941176"," 1.55915104","0.71666667","0.6164086",1,0.81,0.64,0.63,0.7,1,1,0.38,0.67,0.91,0.27,0,0,0.62,0.33,0.09,0.73,1
"352","Horse-Whisperer,-The","352"," 465","1998","drama","drama","western"," 0.98095238"," 0.46219790","0.49519231","0.4711726",1,0.67,0.5,0.36,0.44,0,0,0.42,0.91,0.96,0.76,0,0,0.58,0.09,0.04,0.24,0
"353","Hostage","353"," 467","2005","crime","drama","fantasy"," 2.01960784"," 0.95471245","0.66883117","0.4727217",0,0.59,0.79,0.62,0.7,0,0,0.42,0.24,0.29,0.88,0,0,0.58,0.76,0.71,0.12,0
"354","Hot-Tub-Time-Machine","354"," 468","2010","comedy","sci-fi",""," 1.17948718"," 0.74930431","0.54117647","0.6352797",0,0.46,0.62,0.52,0.55,1,0,1,0.86,0.69,0.77,0,0,0,0.14,0.31,0.23,1
"355","Hotel-Rwanda","355"," 469","2004","drama","history","war"," 1.32530120"," 0.67664514","0.56994819","0.5105595",0,0.47,0.57,0.63,0.59,1,0,0.73,0.8,0.67,0.71,0,1,0.27,0.2,0.33,0.29,0
"356","House-of-1000-Corpses","356"," 470","2003","horror","",""," 1.28571429"," 0.96482656","0.56250000","0.7504207",1,0.66,0.62,0.56,0.41,1,1,0.92,0.59,0.44,0.42,0,0,0.08,0.41,0.56,0.58,0
"357","How-to-Lose-Friends-&-Alienate-People","357"," 471","2008","comedy","drama","drama"," 3.83333333"," 1.77592911","0.79310345","0.4632859",1,0.77,0.86,0.76,0.79,0,0,0.6,0.36,0.37,0.5,0,1,0.4,0.64,0.63,0.5,0
"358","How-to-Train-Your-Dragon","358"," 473","2010","comedy","adventure","family"," 0.25925926"," 0.11786971","0.20588235","0.4546403",0,0.41,0.24,0.12,0.06,0,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0
"359","How-to-Train-Your-Dragon-2","359"," 472","2014","comedy","action","adventure"," 0.40740741"," 0.17255455","0.28947368","0.4235430",0,0.3,0.4,0.2,0.25,0,0,NA,1,1,1,0,0,NA,0,0,0,0
"360","Hudson-Hawk","360"," 474","1991","action","adventure","comedy"," 2.00000000"," 1.28321472","0.66666667","0.6416074",0,0.74,0.71,0.57,0.68,0,0,0.21,0.25,0.5,0.33,0,0,0.79,0.75,0.5,0.67,0
"361","Hudsucker-Proxy,-The","361"," 475","1994","comedy","",""," 2.66666667"," 1.25099846","0.72727273","0.4691244",0,0.83,0.83,0.83,0.25,0,0,0,0.25,0.2,0,0,0,1,0.75,0.8,1,0
"362","Human-Nature","362"," 476","2001","comedy","drama",""," 3.10810811"," 1.77345880","0.75657895","0.5705911",0,0.63,0.87,0.92,0.61,1,0,0.32,0.29,0.43,0.4,0,0,0.68,0.71,0.57,0.6,0
"363","I-Am-Number-Four","363"," 478","2011","sci-fi","adventure","action"," 1.47297297"," 0.82470503","0.59562842","0.5598915",0,0.6,0.5,0.7,0.6,0,0,0.72,0.71,0.9,0.88,0,0,0.28,0.29,0.1,0.12,0
"364","I-am-Sam","364"," 479","2001","drama","",""," 2.68421053"," 1.79814627","0.72857143","0.6698976",1,0.75,0.86,0.75,0.52,1,0,0.58,0.23,0.46,0.83,1,0,0.42,0.77,0.54,0.17,0
"365","I-Love-You-Phillip-Morris","365"," 480","2009","drama","comedy","crime"," 3.80952381"," 1.95100618","0.79207921","0.5121391",0,0.69,0.77,0.8,0.86,0,0,0.3,0.24,0.37,0.21,0,0,0.7,0.76,0.63,0.79,0
"366","I-Still-Know-What-You-Did-Last-Summer","366"," 481","1997","horror","fantasy","action"," 1.63414634"," 0.81303516","0.62037037","0.4975290",1,0.51,0.71,0.63,0.72,1,0,0.82,0.73,0.96,0.86,0,1,0.18,0.27,0.04,0.14,0
"367","I,-Robot","367"," 482","2004","sci-fi","fantasy","action"," 2.37209302"," 1.58479155","0.70344828","0.6680984",1,0.75,0.67,0.51,0.78,0,1,0.2,0.21,0.27,0.2,0,0,0.8,0.79,0.73,0.8,0
"368","I'll-Do-Anything","368"," 483","1994","comedy","drama",""," 3.00000000"," 1.76156758","0.75000000","0.5871892",1,0.69,0.71,0.82,0.76,0,0,0.14,0.93,0.63,0.42,0,0,0.86,0.07,0.37,0.58,0
"369","Ice-Storm,-The","369"," 484","1997","drama","",""," 2.26785714"," 1.67178222","0.69398907","0.7371638",0,0.68,0.66,0.84,0.57,1,0,0.56,0.72,1,0.87,0,0,0.44,0.28,0,0.13,0
"370","Ides-of-March,-The","370"," 485","2011","drama","",""," 1.90000000"," 1.35104933","0.65517241","0.7110786",1,0.62,0.82,0.56,0.5,1,0,0.57,0.39,0.69,0.47,0,1,0.43,0.61,0.31,0.53,0
"371","In-the-Bedroom","371"," 487","2001","crime","drama",""," 0.41818182"," 0.25312266","0.29487179","0.6052933",1,0.27,0.62,0.24,0.09,0,0,0.67,0.6,0.36,0.86,0,0,0.33,0.4,0.64,0.14,0
"372","In-the-Loop","372"," 488","2009","comedy","",""," 6.62500000"," 4.59993445","0.86885246","0.6943297",0,0.87,0.81,0.84,0.93,1,0,0.07,0.62,0.1,0.06,1,0,0.93,0.38,0.9,0.94,0
"373","Inception","373"," 489","2010","fantasy","action","drama"," 3.43333333"," 1.78985507","0.77443609","0.5213170",1,0.83,0.79,0.62,0.74,1,1,0.68,0.47,0.7,0.47,0,0,0.32,0.53,0.3,0.53,0
"374","Indiana-Jones-and-the-Last-Crusade","374"," 491","1989","action","adventure",""," 1.11764706"," 0.71909271","0.52777778","0.6433987",0,0.44,0.72,0.5,0.44,0,0,0.56,0.56,0.5,NA,0,0,0.44,0.44,0.5,NA,0
"375","Indiana-Jones-IV","375"," 494","2008","action","adventure",""," 1.30188679"," 0.74914337","0.56557377","0.5754290",1,0.68,0.48,0.55,0.57,0,0,0.38,0.5,1,NA,0,0,0.62,0.5,0,NA,0
"376","Insider,-The","376"," 497","1999","drama","drama","action"," 2.92156863"," 1.88926590","0.74500000","0.6466615",1,0.69,0.75,0.84,0.69,1,0,0.6,0.69,0.42,0.6,1,0,0.4,0.31,0.57,0.4,1
"377","Insidious","377"," 498","2010","fantasy","horror","drama","11.83333333"," 7.39075772","0.92207792","0.6245711",1,0.97,0.87,0.87,0.97,1,1,0.93,0.87,0.97,1,1,0,0.07,0.13,0.03,0,0
"378","Insomnia","378"," 499","2002","fantasy","action",""," 1.49180328"," 0.86668242","0.59868421","0.5809629",1,0.58,0.45,0.61,0.69,1,0,0.22,0,0.38,0.76,1,0,0.78,1,0.62,0.24,0
"379","Interview-with-the-Vampire","379"," 500","1994","fantasy","drama","horror"," 1.04545455"," 0.66602273","0.51111111","0.6370652",1,0.38,0.62,0.56,0.56,0,0,1,0.89,0.79,0.83,0,0,0,0.11,0.21,0.17,0
"380","Into-the-Wild","380"," 501","2007","drama","drama","drama"," 0.48192771"," 0.28090123","0.32520325","0.5828701",0,0.42,0.28,0.32,0.39,1,0,0.58,0.22,0.18,0.75,1,0,0.42,0.78,0.82,0.25,0
"381","Intolerable-Cruelty","381"," 502","2003","comedy","crime","drama"," 6.66666667"," 2.26615970","0.86956522","0.3399240",0,0.83,0.92,1,0.7,0,0,0.29,0.62,0.6,0.78,1,0,0.71,0.38,0.4,0.22,0
"382","Inventing-the-Abbotts","382"," 503","1997","drama","drama",""," 0.84090909"," 0.49918922","0.45679012","0.5936304",0,0.45,0.44,0.49,0.49,0,1,0.66,0.6,0.87,0.77,0,0,0.34,0.4,0.13,0.23,1
"383","Invention-of-Lying,-The","383"," 504","2009","comedy","fantasy",""," 2.94444444"," 1.60028167","0.74647887","0.5434919",0,0.72,0.67,0.83,0.76,1,1,0.73,0.69,0.73,0.57,0,0,0.27,0.31,0.27,0.43,1
"384","Invictus","384"," 505","2009","drama","drama","history"," 1.47000000"," 0.84231150","0.59514170","0.5730010",0,0.63,0.66,0.6,0.48,1,0,0.47,0.44,0.7,0.78,1,1,0.53,0.56,0.3,0.22,0
"385","Iron-Lady,-The","385"," 506","2011","drama","drama","history"," 9.66666667"," 6.39868375","0.90625000","0.6619328",1,0.91,0.88,0.94,0.88,1,0,0.67,0.5,0.69,0.65,1,1,0.33,0.5,0.31,0.35,0
"386","Island,-The","386"," 507","2005","sci-fi","adventure","action"," 2.42857143"," 1.14400896","0.70833333","0.4710625",1,0.86,0.71,0.5,0.5,0,0,0.5,NA,0,0.25,0,0,0.5,NA,1,0.75,0
"387","It's-Complicated","387"," 510","2009","comedy","drama",""," 2.16000000"," 1.31903069","0.68354430","0.6106624",0,0.75,0.75,0.65,0.52,0,1,0.71,0.71,0.92,0.85,1,0,0.29,0.29,0.08,0.15,0
"388","Italian-Job,-The","388"," 511","2003","action","crime","action"," 1.74489796"," 1.10739990","0.63568773","0.6346502",0,0.54,0.71,0.67,0.63,1,0,0.64,0.61,0.42,0.54,1,0,0.36,0.39,0.58,0.46,0
"389","Jacket,-The","389"," 512","2005","fantasy","horror","action"," 3.15555556"," 1.36267543","0.75935829","0.4318338",1,0.65,0.87,0.74,0.79,1,0,0.1,0.54,0.41,0.5,0,1,0.9,0.46,0.59,0.5,0
"390","Jackie-Brown","390"," 513","1997","crime","drama","action"," 2.44827586"," 1.68839576","0.71000000","0.6896264",1,0.62,0.76,0.76,0.71,1,0,0.52,0.5,0.5,0.62,0,1,0.48,0.5,0.5,0.38,0
"391","Jacob's-Ladder","391"," 514","1997","crime","drama","action"," 2.44827586"," 1.59621214","0.71000000","0.6519740",0,0.72,0.68,0.6,0.84,1,0,NA,NA,NA,1,0,0,NA,NA,NA,0,0
"392","Jane-Eyre","392"," 515","2011","drama","drama",""," 2.28571429"," 1.38069774","0.69565217","0.6040553",0,0.6,0.78,0.77,0.61,0,0,0.86,0.45,0.6,0.86,0,0,0.14,0.55,0.4,0.14,0
"393","Jason-X","393"," 516","2001","horror","sci-fi","action"," 6.03571429"," 3.80411534","0.85786802","0.6302676",1,0.86,0.98,0.88,0.7,0,0,NA,0,0,0,0,0,NA,1,1,1,0
"394","Jay-and-Silent-Bob-Strike-Back","394"," 519","2001","comedy","",""," 0.83561644"," 0.58843810","0.45522388","0.7041964",0,0.49,0.53,0.38,0.44,0,0,0.1,0.06,0.57,0.35,0,0,0.9,0.94,0.43,0.65,0
"395","Jennifer-Eight","395"," 520","1992","crime","drama","fantasy"," 2.35185185"," 1.45662365","0.70165746","0.6193518",1,0.64,0.7,0.69,0.73,1,0,NA,1,0,NA,0,0,NA,0,1,NA,0
"396","Jennifer's-Body","396"," 521","2009","comedy","horror",""," 1.63157895"," 0.88944077","0.62000000","0.5451411",1,0.69,0.68,0.6,0.48,0,0,0.6,0.8,1,0.75,0,1,0.4,0.2,0,0.25,0
"397","Jerry-Maguire","397"," 522","1996","comedy","drama","drama"," 4.09090909"," 2.03007226","0.80357143","0.4962399",1,0.86,0.88,0.74,0.7,1,0,0.26,0.39,0.75,0.68,0,0,0.74,0.61,0.25,0.32,0
"398","Jimmy-and-Judy","398"," 524","2006","crime","drama","action"," 1.52631579"," 0.74516996","0.60416667","0.4882148",0,0.67,0.67,0.75,0.33,0,0,0.67,0.6,0.77,0.8,0,1,0.33,0.4,0.23,0.2,0
"399","Judge-Dredd","399"," 525","1995","sci-fi","crime","action"," 1.32258065"," 0.88349849","0.56944444","0.6680111",0,0.53,0.53,0.55,0.69,0,0,0.67,0,0.57,0.29,0,0,0.33,1,0.43,0.71,0
"400","Juno","400"," 526","2007","comedy","drama","drama"," 2.13513514"," 1.42467646","0.68103448","0.6672535",0,0.66,0.72,0.76,0.59,0,0,0.59,0.71,0.68,0.66,1,0,0.41,0.29,0.32,0.34,0
"401","Jurassic-Park-The-Lost-World","401"," 527","1997","sci-fi","adventure","action"," 0.48387097"," 0.22752375","0.32608696","0.4702157",0,0.57,0.22,0.22,0.3,0,0,0.75,1,1,0.5,0,0,0.25,0,0,0.5,0
"402","Kalifornia","402"," 530","1993","crime","action",""," 0.99038462"," 0.63783607","0.49758454","0.6440287",0,0.53,0.43,0.49,0.54,1,0,0.66,0.68,0.27,0.96,1,0,0.34,0.32,0.73,0.04,0
"403","Kate-&-Leopold","403"," 531","2001","comedy","fantasy","drama"," 3.12903226"," 2.21638411","0.75781250","0.7083289",1,0.88,0.66,0.62,0.82,0,0,0.67,0.65,0.47,0.5,0,1,0.33,0.35,0.53,0.5,1
"404","Kids","404"," 533","1995","drama","",""," 2.33333333"," 0.80655910","0.70000000","0.3456682",1,0.82,0.88,0.22,0.89,1,1,1,0.6,1,1,1,0,0,0.4,0,0,0
"405","Kids-Are-All-Right,-The","405"," 532","2010","comedy","drama",""," 1.94285714"," 0.96816217","0.66019417","0.4983188",1,0.78,0.48,0.79,0.52,0,1,0.8,0.81,0.79,0.84,1,0,0.2,0.19,0.21,0.16,0
"406","Kill-Bill-Volume-1-&-2","406"," 534","2003","action","",""," 2.03571429"," 1.14917391","0.67058824","0.5645065",1,0.79,0.73,0.45,0.68,0,0,0.08,0.73,0.75,1,0,0,0.92,0.27,0.25,0,0
"407","Killing-Zoe","407"," 535","1993","crime","drama","action","13.42857143","12.34508949","0.93069307","0.9193152",1,0.86,0.88,1,1,1,0,0.94,0.33,0,0.09,0,0,0.06,0.67,1,0.91,1
"408","King-Kong","408"," 536","2005","action","adventure","drama"," 0.54248366"," 0.28169510","0.35169492","0.5192693",0,0.5,0.35,0.23,0.34,0,0,0.83,1,1,0.17,0,0,0.17,0,0,0.83,1
"409","Kingdom,-The","409"," 539","2007","action","drama","action"," 0.94871795"," 0.54764703","0.48684211","0.5772496",1,0.36,0.46,0.42,0.53,0,0,0.47,0.67,0.94,0.72,0,1,0.53,0.33,0.06,0.28,0
"410","Klute","410"," 541","2007","comedy","drama","drama"," 1.87500000"," 1.37322264","0.65217391","0.7323854",1,0.62,0.71,0.59,0.69,1,1,0.62,0.72,0.74,0.78,0,0,0.38,0.28,0.26,0.22,0
"411","Kramer-vs-Kramer","411"," 543","1997","drama","drama","history"," 2.59459459"," 1.75361120","0.72180451","0.6758710",1,0.76,0.76,0.71,0.65,1,0,0.72,0.53,0.46,0.64,0,1,0.28,0.47,0.54,0.36,0
"412","Kung-Fu-Panda","412"," 544","2008","action","action","adventure"," 0.76470588"," 0.47697284","0.43333333","0.6237337",0,0.53,0.53,0.47,0.2,0,0,0.43,0.71,0.82,1,0,0,0.57,0.29,0.18,0,0
"413","L.A.-Confidential","413"," 545","1997","crime","drama","fantasy"," 1.70312500"," 1.10344347","0.63005780","0.6478934",0,0.66,0.59,0.66,0.61,1,0,0.38,0.4,0.55,0.67,1,0,0.62,0.6,0.45,0.33,1
"414","Labor-of-Love","414"," 546","2014","drama","",""," 1.09433962"," 0.60430020","0.52252252","0.5522054",0,0.68,0.46,0.43,0.52,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"415","Lake-Placid","415"," 549","1999","comedy","horror","sci-fi"," 0.28378378"," 0.13483070","0.22105263","0.4751177",0,0.33,0.04,0.25,0.26,0,0,0.12,NA,1,1,0,0,0.88,NA,0,0,0
"416","Land-of-the-Dead","416"," 550","2005","horror","",""," 0.82926829"," 0.45848625","0.45333333","0.5528805",0,0.36,0.59,0.51,0.38,1,0,0.25,0.5,0.86,0.14,0,0,0.75,0.5,0.14,0.86,0
"417","Larry-Crowne","417"," 551","2011","comedy","drama","drama"," 0.68354430"," 0.46551016","0.40601504","0.6810241",1,0.4,0.46,0.42,0.41,1,0,0.38,0.53,0.47,0.53,1,0,0.62,0.47,0.53,0.47,0
"418","Last-Boy-Scout,-The","418"," 552","1991","action","comedy","crime"," 1.17857143"," 0.70185268","0.54098361","0.5955114",1,0.48,0.65,0.5,0.53,1,1,0.75,0.8,0.2,0.5,0,0,0.25,0.2,0.8,0.5,0
"419","Last-Chance-Harvey","419"," 553","2008","drama","drama",""," 2.27500000"," 1.41991739","0.69465649","0.6241395",1,0.73,0.82,0.67,0.56,0,0,0.67,0.11,0.2,0.5,0,0,0.33,0.89,0.8,0.5,0
"420","Last-Flight,-The","420"," 554","2009","drama","drama","drama"," 1.37500000"," 0.72795851","0.57894737","0.5294244",0,0.4,0.73,0.64,0.38,0,0,0.14,0.71,0.75,0,0,0,0.86,0.29,0.25,1,0
"421","Last-Samurai,-The","421"," 556","2003","action","drama","history"," 0.88297872"," 0.44986836","0.46892655","0.5094895",1,0.47,0.44,0.62,0.33,0,0,NA,1,NA,NA,0,0,NA,0,NA,NA,0
"422","Last-Station,-The","422"," 557","2009","drama","drama","drama"," 1.33962264"," 0.71638266","0.57258065","0.5347645",0,0.58,0.58,0.58,0.55,1,0,0.33,0.5,0.44,0.43,0,0,0.67,0.5,0.56,0.57,0
"423","Last-Tango-in-Paris","423"," 559","2009","crime","drama","action"," 1.93333333"," 1.36726565","0.65909091","0.7072064",0,0.55,0.82,0.55,0.73,0,0,0.7,0.9,0.71,0.86,0,0,0.3,0.1,0.29,0.14,0
"424","Legally-Blonde","424"," 560","2001","comedy","drama",""," 3.20000000"," 1.72372447","0.76190476","0.5386639",1,0.66,0.76,0.82,0.81,0,1,0.65,0.52,0.31,0.37,1,0,0.35,0.48,0.69,0.63,1
"425","Legion","425"," 562","2010","fantasy","action","horror"," 1.50000000"," 0.80185275","0.60000000","0.5345685",0,0.67,0.62,0.54,0.57,0,0,0,0,0,0,0,0,1,1,1,1,0
"426","Les-Miserables","426"," 563","2012","drama","musical","drama"," 0.81690141"," 0.41846724","0.44961240","0.5122616",0,0.33,0.56,0.43,0.48,1,0,0.24,0.76,0.43,0.56,0,0,0.76,0.24,0.57,0.44,0
"427","Leviathan","427"," 564","1989","horror","horror","fantasy","18.00000000","11.24182479","0.94736842","0.6245458",1,1,1,1,0.75,0,0,0.33,NA,NA,NA,0,0,0.67,NA,NA,NA,0
"428","Liar-Liar","428"," 565","1997","fantasy","comedy",""," 3.21052632"," 1.06376543","0.76250000","0.3313368",1,0.7,0.9,0.75,0.67,0,0,0.47,0.29,0.2,0,0,0,0.53,0.71,0.8,1,1
"429","Life","429"," 568","2015","drama","drama",""," 0.56097561"," 0.30672873","0.35937500","0.5467773",0,0.57,0.29,0.34,0.36,0,0,0.33,0.78,0.75,0.62,0,1,0.67,0.22,0.25,0.38,0
"430","Life-of-David-Gale,-The","430"," 566","2003","crime","drama","action"," 1.69230769"," 1.15806170","0.62857143","0.6843092",0,0.72,0.55,0.6,0.65,1,0,0.65,0.68,0.66,0.17,0,0,0.35,0.32,0.34,0.83,1
"431","Life-of-Pi","431"," 567","2012","fantasy","drama","fantasy"," 0.40229885"," 0.23481058","0.28688525","0.5836720",0,0.52,0.35,0,0.28,1,0,0.73,0.83,NA,1,1,0,0.27,0.17,NA,0,0
"432","Limey,-The","432"," 570","1999","crime","drama","fantasy"," 1.05000000"," 0.63000513","0.51219512","0.6000049",0,0.47,0.55,0.65,0.39,1,0,0.74,0.9,0.45,1,1,1,0.26,0.1,0.55,0,0
"433","Limitless","433"," 571","2011","fantasy","sci-fi","action"," 3.13333333"," 1.82079295","0.75806452","0.5811041",1,0.75,0.81,0.66,0.8,1,0,0.62,0.54,0.53,0.45,0,0,0.38,0.46,0.47,0.55,1
"434","Lincoln","434"," 573","2012","drama","drama","history"," 2.50000000"," 1.62527468","0.71428571","0.6501099",0,0.77,0.71,0.75,0.58,1,0,0.58,0.74,0.64,0.69,1,0,0.42,0.26,0.36,0.31,0
"435","Lincoln-Lawyer,-The","435"," 572","2011","crime","drama","action"," 3.37500000"," 2.33356044","0.77142857","0.6914253",1,0.81,0.72,0.84,0.67,0,0,0.41,0.48,0.33,0.39,0,0,0.59,0.52,0.67,0.61,0
"436","Little-Athens","436"," 574","2005","comedy","crime","drama"," 1.05405405"," 0.53995387","0.51315789","0.5122639",1,0.53,0.44,0.66,0.47,0,1,0.77,0.8,0.86,0.92,1,0,0.23,0.2,0.14,0.08,0
"437","Little-Nicky","437"," 576","2000","fantasy","comedy",""," 0.94029851"," 0.53800282","0.48461538","0.5721617",0,0.45,0.55,0.52,0.42,1,0,0.33,0.7,0.25,0.4,0,0,0.67,0.3,0.75,0.6,0
"438","Living-in-Oblivion","438"," 577","1995","comedy","drama","","21.20000000","10.40060415","0.95495496","0.4905945",0,0.93,1,0.96,0.93,1,0,0.96,1,0.33,0.43,0,0,0.04,0,0.67,0.57,1
"439","Lock,-Stock-and-Two-Smoking-Barrels","439"," 578","1998","comedy","crime",""," 4.19230769"," 2.64740641","0.80740741","0.6314914",1,0.76,0.97,0.76,0.71,0,0,0.5,0.59,0.61,0.44,0,1,0.5,0.41,0.39,0.56,1
"440","Logan's-Run","440"," 580","1996","fantasy","drama","drama"," 0.88235294"," 0.53993982","0.46875000","0.6119318",0,0.44,0.56,0.56,0.41,0,0,0.14,0.17,0.67,0,0,0,0.86,0.83,0.33,1,1
"441","Long-Kiss-Goodnight,-The","441"," 581","1996","action","crime","drama"," 0.98611111"," 0.53721477","0.49650350","0.5447812",0,0.64,0.53,0.47,0.34,0,1,0.58,0.56,0.47,0.71,1,0,0.42,0.44,0.53,0.29,0
"442","Looper","442"," 582","2012","sci-fi","crime","action"," 1.04575163"," 0.62874738","0.51118211","0.6012397",0,0.61,0.49,0.54,0.41,0,0,0.62,0.56,0.57,0.54,1,0,0.38,0.44,0.43,0.46,1
"443","Lord-of-Illusions","443"," 583","1995","horror","mystyery","action"," 2.45098039"," 1.55398031","0.71022727","0.6340240",0,0.67,0.74,0.61,0.81,0,0,0.79,0.44,0.72,0.81,1,0,0.21,0.56,0.28,0.19,0
"444","Lord-of-the-Rings-Fellowship-of-the-Ring,-The","444"," 584","2001","fantasy","action",""," 0.62352941"," 0.32638739","0.38405797","0.5234515",0,0.46,0.43,0.29,0.36,0,0,0.8,0.71,1,0.8,0,0,0.2,0.29,0,0.2,0
"445","Lord-of-the-Rings-Return-of-the-King","445"," 585","2003","fantasy","action",""," 0.23076923"," 0.14327951","0.18750000","0.6208779",0,0.3,0.15,0.05,0.25,0,0,1,0.67,0,0.75,0,0,0,0.33,1,0.25,0
"446","Lord-of-War","446"," 587","2005","crime","drama","action"," 1.33898305"," 0.58254318","0.57246377","0.4350639",0,0.43,0.61,0.54,0.71,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"447","Losers,-The","447"," 588","2010","action","crime","drama"," 1.04761905"," 0.62274883","0.51162791","0.5944421",0,0.39,0.44,0.76,0.47,1,0,0.71,0.36,0.5,0.1,0,0,0.29,0.64,0.5,0.9,0
"448","Lost-Highway","448"," 589","1997","fantasy","drama","action"," 2.17543860"," 1.34773695","0.68508287","0.6195242",0,0.83,0.87,0.49,0.55,0,0,0.97,0.2,0.67,0.94,1,0,0.03,0.8,0.33,0.06,0
"449","Lost-Horizon","449"," 591","1998","action","adventure","fantasy"," 1.58823529"," 0.95211451","0.61363636","0.5994795",0,0.59,0.5,0.82,0.55,1,0,0,1,0.83,0.56,0,0,1,0,0.17,0.44,0
"450","Lost-in-Translation","450"," 592","2003","drama","",""," 3.15384615"," 2.03503399","0.75925926","0.6452547",0,0.86,0.72,0.77,0.69,0,0,0.58,0.67,0.4,0.36,0,1,0.42,0.33,0.6,0.64,0
"451","Love-and-Basketball","451"," 593","2000","drama","drama","sport"," 3.41666667"," 1.40314853","0.77358491","0.4106776",0,0.85,0.85,0.59,0.8,0,1,0.75,0.4,0.9,0.75,1,0,0.25,0.6,0.1,0.25,0
"452","Machete","452"," 594","2010","action","crime","action"," 1.12500000"," 0.70179335","0.52941176","0.6238163",0,0.48,0.62,0.54,0.49,1,0,0.57,0.39,0.28,0.22,1,0,0.43,0.61,0.72,0.78,1
"453","Machine-Gun-Preacher","453"," 595","2011","action","drama","crime"," 1.03278689"," 0.54954989","0.50806452","0.5321039",0,0.6,0.55,0.4,0.52,1,0,0.72,0.59,0.59,0.31,0,0,0.28,0.41,0.41,0.69,0
"454","Magnolia","454"," 598","1999","drama","",""," 3.69117647"," 2.59888573","0.78683386","0.7040806",1,0.82,0.88,0.88,0.56,0,1,0.7,0.46,0.71,0.87,0,0,0.3,0.54,0.29,0.13,0
"455","Majestic,-The-(The-Bijou)","455"," 599","2001","drama","drama",""," 1.72340426"," 0.86649437","0.63281250","0.5027807",0,0.46,0.72,0.72,0.66,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"456","Major-League","456"," 600","1989","comedy","sport",""," 2.17241379"," 1.36455036","0.68478261","0.6281264",1,0.7,0.65,0.7,0.7,1,0,0.23,0,0.45,0.5,1,1,0.77,1,0.55,0.5,0
"457","Malcolm-X","457"," 601","1992","drama","drama","drama"," 1.96078431"," 1.30802241","0.66225166","0.6670914",0,0.6,0.77,0.69,0.6,1,0,0.22,0.3,0.3,0.69,0,0,0.78,0.7,0.7,0.31,1
"458","Malibu's-Most-Wanted","458"," 602","2003","comedy","crime",""," 2.28571429"," 1.13357957","0.69565217","0.4959411",0,0.57,0.83,0.65,0.74,1,0,0.53,0.7,0.75,0.77,0,0,0.47,0.3,0.25,0.23,0
"459","Man-in-the-Iron-Mask","459"," 603","1998","action","adventure",""," 2.06976744"," 1.12427001","0.67424242","0.5431866",0,0.74,0.59,0.64,0.74,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"460","Man-On-Fire","460"," 604","2004","action","crime","drama"," 1.40789474"," 0.74970226","0.58469945","0.5324988",0,0.71,0.62,0.49,0.5,0,0,0.5,0,0.55,0.88,0,0,0.5,1,0.45,0.12,0
